,image,study
1574,734261399d24.dcm,e819b40ded3a
1575,7fac771f8c22.dcm,6915678cdfd0
1576,a244a1bc9130.dcm,255e598df62e
1577,7919006c6312.dcm,8d98b1ffe5cc
1578,fe1bd72325f8.dcm,3fc72e80db62
1579,2dff913a5fa3.dcm,3174008702cc
1580,3981fd745610.dcm,dfe556626958
1581,beba206be689.dcm,249fbbfd89d7
1582,21f6548ae9d4.dcm,8ae458411c33
1583,fa0fd4ca39e5.dcm,032c262f65c0
1584,98721e6d2bde.dcm,63e24b10c016
1585,0f9ef2e963bf.dcm,abd538cb3362
1586,a94171e98807.dcm,e867ef0d690a
1587,33c026e51b02.dcm,e867ef0d690a
1588,47146f12882c.dcm,cdd75add0930
1589,216f1644fc2e.dcm,e18155c4762b
1590,796c8b8701bf.dcm,6df28558048b
1591,7c5dcf4ebb82.dcm,336b277e175e
1592,48754b579b77.dcm,7b36888e8eae
1593,ab1b0948a01f.dcm,1956c85c146d
1594,60fecf059f05.dcm,d8f567817b2d
1595,b0866caa201a.dcm,d8f567817b2d
1596,072726117f1a.dcm,dba690393e1b
1597,dc3934dc9f96.dcm,bf88ddc2621c
1598,9aa0a71a5c19.dcm,bfd9d34295ba
1599,ce487da64f9f.dcm,6a11242aa493
1600,11c63a24c216.dcm,cba7dd0a06d2
1601,f43913da5bde.dcm,ae7519c9d04c
1602,5f6f288f7302.dcm,c567ec7748b3
1603,76767c467873.dcm,f0637f0d7719
1604,a39da0651dbb.dcm,c8fba581da8b
1605,73b965e6c11c.dcm,5bdba76b41dc
1606,a912dd6ae964.dcm,185ebc0fc39d
1607,5072f184d3b2.dcm,2378d336c876
1608,9fa2bf4f4bc2.dcm,e6069f2cab57
1609,f217982afb62.dcm,1964b644d7ef
1610,8ece05be5b24.dcm,4beb8e107830
1611,f2044befe4f9.dcm,b5e30871622c
1612,86d74954b96a.dcm,b5a1a36a6a17
1613,0f753ccffca5.dcm,090c33962b67
1614,ff7663694713.dcm,386aa41785fa
1615,392c3b657bc2.dcm,e751ae5d2da4
1616,345ff154ba07.dcm,0490565dc4c0
1617,5fb9c3bc1e1c.dcm,95843bf24ddf
1618,7f8c2bb053e5.dcm,2a886a5ecdc0
1619,1fa7cc9dd7d7.dcm,582562f90e88
1620,3d0f367e5e17.dcm,93c9ce299102
1621,dfff667be98d.dcm,a0e4e4803252
1622,9ac13db7cb74.dcm,161875acf5a4
1623,e7e96a713fc6.dcm,7ffb3015dacb
1624,bb52c80c7f45.dcm,7ffb3015dacb
1625,735e6a12b1b5.dcm,40faddf1bb05
1626,ac212043ee3c.dcm,842eea3e3951
1627,7626c521cad7.dcm,842eea3e3951
1628,8fcdd69753ab.dcm,bbbe5dd7eaff
1629,246ecfa577ee.dcm,ded38a5051da
1630,e0ea12e9db87.dcm,152084ef57a6
1631,f78663a47369.dcm,dea5608c3e0a
1632,f2c60dd904ce.dcm,6307a3323ce8
1633,a2a5696465d1.dcm,0e908a012691
1634,22e930bb575f.dcm,3c87dfa890fa
1635,a0464a69be84.dcm,27db1806a764
1636,105deb886dcf.dcm,f5babfb67083
1637,8293e88f28d6.dcm,acec4f0cbd17
1638,dc3922f524a8.dcm,dbfb54d68d5c
1639,6f5e70a99d77.dcm,84f7aa8afdc9
1640,08acae0bf785.dcm,84f7aa8afdc9
1641,93bba7a74049.dcm,8c94a7329137
1642,ce6d7cb9321f.dcm,56d12d33d79a
1643,d10f9027aaf3.dcm,4dc6197ec461
1644,d97a82ad2559.dcm,6262f05749d3
1645,cdb14d392b0b.dcm,4ba755b48a9c
1646,0060e4f54aa8.dcm,02e31620e4e7
1647,5b8a35fa9e37.dcm,e28655aad4a9
1648,4584a4dd0ec8.dcm,30c9e5013527
1649,27adbea6c748.dcm,d55d019b0687
1650,f5f7e46988f5.dcm,3f8ed621f16e
1651,dcb374d8387e.dcm,b27172e0b2f1
1652,4f0abed3f35c.dcm,b27172e0b2f1
1653,2d50da581cb3.dcm,5618efab082e
1654,538916a496c4.dcm,403035b9487c
1655,ac979b5bce43.dcm,52a07bdb51ad
1656,fa38e3491eec.dcm,8087e3bc0efe
1657,a422012bf2b1.dcm,a20f42a2f5b0
1658,6a90613b6bfb.dcm,c5a5dd5ecc62
1659,87236e3ea6b3.dcm,0d9ebdd085fc
1660,95e0ef4a2016.dcm,c4de7c5901ce
1661,78507c170368.dcm,772dbd065c7d
1662,2529d7e89b5f.dcm,1ad782651f09
1663,4368a4b5ad6d.dcm,ca54d15e5311
1664,2eb83e7d6a43.dcm,f5293dfeedda
1665,bb2dbf6eeb2f.dcm,33711998b257
1666,0d9bd01268f5.dcm,2b74c9c8b9fb
1667,346ea1e7619e.dcm,ffc6679e82d6
1668,92b8c6bdda37.dcm,6e2036e14c7f
1669,35d4359edb51.dcm,6e1af908f926
1670,bf86fc3c72fa.dcm,0e2a0ec6533d
1671,8ac094a0ec17.dcm,a2ea009b52fd
1672,c04e00187179.dcm,133f2685856f
1673,2ac27ce316d5.dcm,116aee0c66b7
1674,2350bf9d5b09.dcm,a25113d5cb14
1675,c51c820efe4a.dcm,9dc2ebecf986
1676,ed9b7e88b259.dcm,9250de4a08c0
1677,ee91b74fb1b6.dcm,61a2545926a4
1678,c4dfb1c766c1.dcm,e7bc5f198df7
1679,4f7d8597167f.dcm,b80099ffac81
1680,1ed1fa2827c8.dcm,972ffc42f524
1681,692bdb3acbd8.dcm,bf89768fd788
1682,7b55ab8c5922.dcm,df453764e19c
1683,ab03f7662b1d.dcm,d4e34301adad
1684,53989cc7039c.dcm,12a7e0fbe115
1685,0ead88a9e781.dcm,c50ade6786c1
1686,fb46a44c8683.dcm,4c08df247699
1687,42741418faa7.dcm,6a160adfe649
1688,57c6e5cf617a.dcm,f2bf2f65fe68
1689,4ebd5e9e1235.dcm,5bd7e722e24f
1690,725328925e0f.dcm,5bd7e722e24f
1691,9f693a11cdaf.dcm,019960c57d32
1692,365bfe0fe404.dcm,3bff1d73230a
1693,af2ae323c000.dcm,276d3f0a056e
1694,3b9431421ee9.dcm,b569148041f7
1695,763b2412292e.dcm,e77b9191a19b
1696,7960d64c392f.dcm,881057f737e0
1697,5a462d6eb606.dcm,70c618283981
1698,8e45c71fa47d.dcm,fe0a3b895abf
1699,52420ef26cc3.dcm,0725e859c8de
1700,4496cad92371.dcm,f65b67d0fae5
1701,d69a7e63c358.dcm,28e1a974995b
1702,a5ec3831886a.dcm,f4833c3311e2
1703,b8b7df1b6e04.dcm,f9ae4b6ea638
1704,21febad66242.dcm,43ab168173df
1705,aa301afc5162.dcm,23d35c37a05d
1706,6ad4a0268f1c.dcm,086f0ab55636
1707,f228350bd770.dcm,bafb7e87a1b9
1708,2b27a1493624.dcm,bafb7e87a1b9
1709,7f56ffb926a5.dcm,b0b4d4ae4e0a
1710,d69d5e7600e2.dcm,8d6424e7fe13
1711,ca614678802e.dcm,d748c31b4063
1712,cca1c1a5635c.dcm,c22387a717a0
1713,043d37504ca8.dcm,583b8489646f
1714,2e77ee3c9846.dcm,a68885796918
1715,4d3e8ec75220.dcm,b6282272490f
1716,d21b4a712efb.dcm,3b3f6099e50f
1717,d6ae3b32db56.dcm,efff0a2821eb
1718,d0a5d4dbfd76.dcm,7ab568cc7d2c
1719,afed0cd3c9a7.dcm,e67619d00b58
1720,3e2425729f4e.dcm,c2c53475d6c8
1721,9ec191f47340.dcm,2f606487f89b
1722,b814a1e29517.dcm,2f606487f89b
1723,3c95896feb4e.dcm,8ae943cc3a16
1724,f2e5092f45f5.dcm,378cee3c149f
1725,9a162b548ee4.dcm,362a970635e4
1726,d9a7611d9adb.dcm,f0a6b49a3ad1
1727,d19332cb71d5.dcm,b5ff93f0314b
1728,ef6e312ca719.dcm,a90de7edd9b7
1729,847f48f57169.dcm,a90de7edd9b7
1730,cc3d98f955f5.dcm,c1ba276f8ca1
1731,0da9fb01f04a.dcm,3de21b98d4b0
1732,474498926717.dcm,fa749cb9895e
1733,3b43e17c13b4.dcm,6ce61dcd9de9
1734,fb41ef9ddaa2.dcm,c0a5c404506f
1735,620da9404a7d.dcm,1a11cb490631
1736,bd7e35836397.dcm,b172a04e7bd1
1737,c4aa88e3744d.dcm,acdc669b1e06
1738,f4bd569a9c2b.dcm,7c4a1edebf20
1739,4b79ad26c2bd.dcm,0172a5607c9d
1740,ca7a6f3f453c.dcm,4a7253e116d1
1741,008ff73b4ef3.dcm,2c7d0327a977
1742,aac2ef61107a.dcm,25be7e269a87
1743,9ff5f68bc380.dcm,91e00c3ee94b
1744,095b28ad701c.dcm,7143ac3d6c02
1745,6a5c1e638c4d.dcm,cb6673ee6433
1746,d510dfa4b13d.dcm,0a9da1fa077e
1747,9ff246567c0d.dcm,c539ad81cc2b
1748,abe7166bb280.dcm,cbcc9c2bfaa3
1749,527244adaa0d.dcm,199e19904512
1750,926eb1acca79.dcm,8b4741c28384
1751,2b96751bae1a.dcm,9bee391e272c
1752,8b2544f4361c.dcm,7d04273b5886
1753,bf0c71616088.dcm,357734e7588b
1754,f065b45d0cfd.dcm,771997f40f43
1755,92b99745dee6.dcm,37afc885bcb1
1756,38fd3c9ace4e.dcm,d17a6c6eccdb
1757,f6b904159835.dcm,25a1c199f819
1758,12051dd9bc93.dcm,edb7232a2fab
1759,494da3247825.dcm,9345d903a235
1760,e26f0f351cc4.dcm,30682bc00c09
1761,caa3f0f2c0a6.dcm,104a102e2fe1
1762,db5fabaae3b6.dcm,ed74ae8a5fd2
1763,8f1e4442dbc7.dcm,d29dcb216021
1764,d89fce5db16d.dcm,d8af57a024ed
1765,d0b9ae5271dc.dcm,6ef4623ec771
1766,c957ee30525d.dcm,b94e0c41bcee
1767,7319e0693070.dcm,aa2765d02403
1768,c04ecfe0baea.dcm,e92f9170e242
1769,6c15923d252c.dcm,a791b775061f
1770,7190eb5e2f30.dcm,e4f441fea405
1771,289057c7f38c.dcm,460e1bb0eb6c
1772,e10514002e55.dcm,1ec7af2f351e
1773,57a0ab679625.dcm,6721bc35410d
1774,32704c6f65de.dcm,82d0600dbf57
1775,aa653fe0943a.dcm,2ac74c9a0635
1776,7438f3fe070e.dcm,a0a788258015
1777,e8722d57cefa.dcm,b04cbb8b7815
1778,87b34dde6c8c.dcm,71f56b6a5589
1779,47754956a330.dcm,68da89574353
1780,8925b615fc62.dcm,cbf3b338fae0
1781,38556dd92c13.dcm,3ce6b3843c46
1782,aabc9640011b.dcm,5062655a0c9f
1783,220d7304a493.dcm,8a435c339b1e
1784,e7d2feca5b25.dcm,207758407af9
1785,21a276623bae.dcm,5d69d8191cf3
1786,22939a011958.dcm,9092b76fd394
1787,0d71137b53d7.dcm,c4bf43fc8fe2
1788,fd2511413a1d.dcm,fd8c61575a7d
1789,803d705a1d33.dcm,b7543bd8af0c
1790,93a1b92fa183.dcm,c0319257bdb1
1791,1dfbfe0ab56a.dcm,4a2ddd0dc53a
1792,ba734a9913a7.dcm,c3f453d9e744
1793,a51a85d4bcb0.dcm,e244ddadc4e6
1794,bfefe3eb008e.dcm,8e3028ee83b7
1795,05e9bb2ea225.dcm,bc3e2b05a7f1
1796,11f46d9df786.dcm,bc3e2b05a7f1
1797,160e0c7bb0bb.dcm,efefa03de088
1798,ab0a52f278e2.dcm,29552af481ab
1799,50416d1b6ec8.dcm,7d5282a52850
1800,fe94f73e3072.dcm,9945a45c802e
1801,838c06d70303.dcm,890bbfb62803
1802,91836280808a.dcm,e714c61cedb5
1803,f11cdf2bbf5f.dcm,24623d752845
1804,66be1a0176b4.dcm,9178d88ead3c
1805,3392e7be5830.dcm,ab9eba906025
1806,301eaf1a1afe.dcm,d1df45f6463e
1807,f1d6ae8de9dc.dcm,98f702bb9649
1808,95adac8ddd01.dcm,1023832e4df5
1809,70bed7100941.dcm,8f67031d69a9
1810,e00ff7cb62e0.dcm,36b286400671
1811,60a3a716ccba.dcm,0ee703df04a3
1812,8f50572ee0bc.dcm,68abb2be3ba4
1813,ab37848b342f.dcm,216be83d5c75
1814,0d2cb1c212ff.dcm,0482ed7dda6e
1815,f20015a346df.dcm,db1bb68655fc
1816,93301812b0e7.dcm,47a8d29668f2
1817,7966f780f27f.dcm,47a8d29668f2
1818,de3f49a6fa45.dcm,5de1720c253f
1819,dbc311ed04b5.dcm,2edb1488b0b2
1820,2fa1e735585b.dcm,2edb1488b0b2
1821,f5f000141a70.dcm,314432832e5d
1822,c6f65ce3990c.dcm,0be731313053
1823,5c4864ceb9b2.dcm,76043e4a6ee3
1824,3f7e9b2c2135.dcm,b50ffb872dd3
1825,5b4f7e62949a.dcm,6764f0f90077
1826,b043ad7772e6.dcm,05619d312f50
1827,9449f001b42e.dcm,34366c4dcaa6
1828,814c444eca84.dcm,c4c50ab45ec0
1829,bf35bf30d4e3.dcm,798f8e89c7a7
1830,e563f54f421c.dcm,4900ec5edaa0
1831,8e1b7d9c8419.dcm,85a651285b8e
1832,d1e20151c1ca.dcm,735523d1689e
1833,1335b56b7a98.dcm,37ffdf650199
1834,d176b5544d10.dcm,5756aa070207
1835,5cd4bb304ff1.dcm,e5f1860bc360
1836,09236f094647.dcm,075544a7881c
1837,9d45a7e2deda.dcm,075544a7881c
1838,cd6ead44cfef.dcm,3717af67f949
1839,ad3577882efb.dcm,f6c14c65ff4f
1840,4aac2ad7b8fa.dcm,1e1b4b1b53cb
1841,e08225736f62.dcm,42091afaa4be
1842,f389be3e30b5.dcm,201d4e388643
1843,7183445f4d28.dcm,23275157cb8a
1844,c9e99fb05bdb.dcm,5b65a69885b6
1845,a49e3aad5fa2.dcm,aef234262d84
1846,bfbeb29ee542.dcm,48e1cde4e995
1847,8866f708d338.dcm,6bc01f9a44a5
1848,43bc2ec3ced8.dcm,7222149ad319
1849,6896ce94b652.dcm,20e00874f8ee
1850,73628ee25be2.dcm,207fa6f82857
1851,5f8ec78b79c4.dcm,b82dd18307b0
1852,aa18b67e9ecd.dcm,b677082ee199
1853,14fe3a3839c0.dcm,b2b9fffd2865
1854,6ea732c63929.dcm,05f85b86cdd6
1855,792ff5c0e89c.dcm,5cd760576bae
1856,9f180629878a.dcm,5cd760576bae
1857,5fd8813cc3a5.dcm,78543ff029b2
1858,bf91bd24437a.dcm,9bea3f653677
1859,a7077c5d097c.dcm,cbc5b788ab7d
1860,c8ff18a78550.dcm,60f2bf33d1b1
1861,449d9eb956b5.dcm,9e54c4048c29
1862,c50f63f7cbe9.dcm,a33a10fc3288
1863,7b6dea79f2aa.dcm,4499cf9d764e
1864,c12672d401e4.dcm,fd9bc8ec9c4b
1865,8dc3ee79f389.dcm,773f243da328
1866,9b07ebb8d30c.dcm,76ae6588e5b4
1867,d5ca04484172.dcm,d6338ff2cfd8
1868,d6bf0facd8c1.dcm,95fd7cfafd10
1869,cc1b73f49815.dcm,5fcb8bc7513c
1870,fa9729ef16b6.dcm,9cc2f64f0c58
1871,a6f2e4c387f0.dcm,478ecae73c0f
1872,40ba7131aac7.dcm,5e7386e9b570
1873,0b71b8e12551.dcm,3fff6c83cd81
1874,8d580fd76487.dcm,c2d117c7b9fc
1875,2feb3afc8481.dcm,c0b33e0e70f2
1876,9ce5032a4dfd.dcm,486c0b27043a
1877,268f2c15fde1.dcm,cec6e9fb134a
1878,694094fb7f6a.dcm,4b9f90e96569
1879,094788a1dcc6.dcm,340106349073
1880,2090e218807b.dcm,b117715cbf64
1881,b443cd373f64.dcm,4540b6e07514
1882,087104225581.dcm,9fa10c15f544
1883,36815bf5f063.dcm,03c62bc287b6
1884,7087bcc1f1f6.dcm,bf9ae4f2c898
1885,8b0c001206c1.dcm,75a00272c6cb
1886,e2b1bc1970e1.dcm,68d7d715efe4
1887,ad3c74405f70.dcm,fbcb95b52844
1888,79d3329ab044.dcm,246130177bd8
1889,c082ad097fd2.dcm,7dd6835dfc59
1890,b97ca034b024.dcm,815214972656
1891,2ce4a103d25d.dcm,2460844b8bd7
1892,bb484ab7a8c6.dcm,ff0bf9cae3b3
1893,361df3525851.dcm,a1fca1702255
1894,fb1e24bf6698.dcm,2edd69dd0934
1895,6f08b0295244.dcm,2edd69dd0934
1896,386dbb567259.dcm,3e51ede7ee7c
1897,4d15169fe52c.dcm,141cfd1cf748
1898,ed2e387ef4fa.dcm,a170d9c2a410
1899,b94286e2c027.dcm,b6ecf28b52f8
1900,cc69791740bb.dcm,b6ecf28b52f8
1901,99019b7af0ab.dcm,3dcd7c85fd18
1902,bbaba561b590.dcm,a20c8c388d36
1903,1fce5a22d0ac.dcm,84407a15756d
1904,282f671d5c43.dcm,df6b420aaa31
1905,1a983ed158a8.dcm,d42be282a595
1906,5b5f7675f4cc.dcm,cc4d29e2b176
1907,6792b9b0329d.dcm,cc4d29e2b176
1908,b929d2a97d34.dcm,9424c80e0448
1909,9a8d4bf6141a.dcm,e721b74641bd
1910,87c718d12689.dcm,6fbf52de1577
1911,3030bfea4cc1.dcm,3913b40864b0
1912,0a0bb7af0cab.dcm,e28208b7c58e
1913,85455c7f2615.dcm,0c795288aac0
1914,ef5a412bf92a.dcm,0e63ba149294
1915,4b7487cbd7d7.dcm,916911dbc503
1916,b065dcd6a453.dcm,4ea356d57b10
1917,f84caac28a27.dcm,4492a7f00b5f
1918,8705f5ccccf8.dcm,2d51cfed3fed
1919,96e6265aa2c2.dcm,8f9900d6dd98
1920,546ef744f128.dcm,5439043e0e1c
1921,54bc6a746891.dcm,606f749a9152
1922,f83043bab3eb.dcm,b1dd8130cbf3
1923,0022227f5adf.dcm,84543edc24c2
1924,04e9977554a5.dcm,0d6d3f946d7b
1925,4b530a6d086e.dcm,7dcc972565e6
1926,99e598b35a97.dcm,8f0cd3800684
1927,10e7609e721a.dcm,3882700d8f0e
1928,5d793122400c.dcm,9ac50f02c18c
1929,7d47d7c39f13.dcm,c6f036281ae4
1930,06917801a47e.dcm,53b92c44a02e
1931,b5da204ba6ff.dcm,ea5d6356d21d
1932,5e748e15c33d.dcm,2da89579be93
1933,6e0b1b3031bb.dcm,99c1585d12cb
1934,4106134cf571.dcm,cceb9796da02
1935,a2a58ab94ba4.dcm,f9f022de357f
1936,85d276c31f72.dcm,24ffd4c00f54
1937,4f57c61c596a.dcm,5e64e42f9b10
1938,dad11df05809.dcm,da418ab5c65a
1939,40e1d57e03be.dcm,906b1c0633c1
1940,59bc532be971.dcm,906b1c0633c1
1941,745d4ff6b228.dcm,0809cb7a5f38
1942,50d404627d73.dcm,31585f62e64b
1943,193ddd7c21eb.dcm,6216290b4e0b
1944,d27bca58e388.dcm,6f6cf201e2e9
1945,f4847d161683.dcm,6f6cf201e2e9
1946,2e25f3c0102a.dcm,fae99afb074d
1947,4ed22347ea95.dcm,90857afa360f
1948,231f8d3c6ad3.dcm,fdc5e14139d7
1949,73198db2b8ce.dcm,2b524d496bdb
1950,874176447611.dcm,aaf4645886fc
1951,fe6276b7eedc.dcm,bbca377a9bed
1952,938c5b2172b6.dcm,1f44938d5c2b
1953,741019718830.dcm,5670a4a4364f
1954,7398f38d9637.dcm,dfdf3913f6eb
1955,4615024f5104.dcm,3079db177db4
1956,5115fada2a38.dcm,161d81d28399
1957,4e94dc5b7c52.dcm,63e0c8d32ca8
1958,8bf7d61dddb4.dcm,2c5b54bddd52
1959,ebd947e0029f.dcm,13481f97071c
1960,f524075b2d23.dcm,328c8b6431a3
1961,a82ef99c353a.dcm,199ef8aace49
1962,c1249f91efbd.dcm,b1e74e9f7555
1963,9c0c6581bc36.dcm,d6ce804409dd
1964,5abee60d1a9b.dcm,c8939c198758
1965,8d6e322116e0.dcm,594b6a49d2ea
1966,3968c381c403.dcm,d50c91728f09
1967,8424b4d2578b.dcm,40618161dddc
1968,1f56327a6863.dcm,340585cd8075
1969,0bebbef2a883.dcm,4d02730ae091
1970,c23d57b3feb7.dcm,7d2b67f6357e
1971,d93245b3e942.dcm,c9ffe6312921
1972,6317d3955e73.dcm,915043edcbdd
1973,8c313f2bf15f.dcm,7fac35c9e1f4
1974,a064ae2fb018.dcm,08ee3bc2ae53
1975,68b91c11b2dd.dcm,31b0af5bc54d
1976,df7f2edf03aa.dcm,22ebaa704ad4
1977,48139bf114cc.dcm,87c599255c0e
1978,128304c0b63a.dcm,63a1906b6403
1979,e1f24fdcb0d7.dcm,ba359fc9666f
1980,cdf9afc8c145.dcm,ec14ca35f6d8
1981,e827527d7d98.dcm,2d0316dc8a88
1982,2fdadd2d1472.dcm,ecdfc29912ee
1983,b5e635cb51ed.dcm,1d81732ee787
1984,71e377c150a2.dcm,5ef72546790a
1985,f689d30c2f86.dcm,26648048b098
1986,59bd5a00b33e.dcm,26648048b098
1987,66b86b95c76a.dcm,26648048b098
1988,0e600ff9b0e7.dcm,4384bea76688
1989,f559fa6450ab.dcm,1948a0198a86
1990,b1332e6d75c6.dcm,df37fe53632e
1991,238411384232.dcm,cf7ca67c9c68
1992,ea3e1b9dfe65.dcm,1277de252e98
1993,1bbbd65ed63a.dcm,abb899fcafc6
1994,30a121f4b0ef.dcm,05f42286c7a2
1995,e5ed54bc95ec.dcm,7e4b2e28a241
1996,55a158b0d408.dcm,5ae77db07c44
1997,ab26438e1fa9.dcm,7a5df4446ce7
1998,5df422bc74b0.dcm,c6ab9c7ba459
1999,2697632d70f7.dcm,4a6290010ad7
2000,f26705a28681.dcm,3c3399f2170d
2001,a4d4477d16b3.dcm,eb4f7a7c46c7
2002,7ac86a3de985.dcm,3ae836708e67
2003,85f6fbecd9df.dcm,e577f12fbe4d
2004,90cbf03d5dab.dcm,59227e05796e
2005,f571beddefb6.dcm,6381a181a92f
2006,09e3d02eeb01.dcm,cb04434a6c7e
2007,91991f8b449f.dcm,384d1d316992
2008,ca4064928726.dcm,24edf21f4d5a
2009,88c17aa49561.dcm,fefbd0c403c1
2010,fdb8954398a5.dcm,8f969a767c03
2011,0ab867e40c94.dcm,9e70afac2591
2012,29f2f88bcabe.dcm,3ccc4130e9bb
2013,20b3251b0657.dcm,109cf108fd45
2014,33493c6da159.dcm,ee8c14899dfa
2015,f5af0ed4c2db.dcm,642d8346f37a
2016,4d21277abe60.dcm,57ca1820340c
2017,cb9d91d1b10b.dcm,3e3329765aaf
2018,1ec236629e5a.dcm,08d6fe3e5c11
2019,2d72d653c4ed.dcm,c45d664b2d3b
2020,a2dda4a8e3bf.dcm,1fa134cbb2f7
2021,085d6edba7cb.dcm,02accd5bab1f
2022,f9d20afa051a.dcm,d435f55c6879
2023,9622d72ab28d.dcm,a7b4d14caf36
2024,6f829732256b.dcm,a1864aaf556e
2025,7bf1fbc76f1e.dcm,d4cad0ca79a4
2026,387d752f1af4.dcm,1a1a47e328f7
2027,05bacfe4dcc2.dcm,2d7e68ba5e8b
2028,338c9d452ba2.dcm,3054a85afa87
2029,e8eb47bd055b.dcm,8a7c3c0d189c
2030,bd9172a53765.dcm,4fe046c0f566
2031,d1177ea789e1.dcm,889b5893c83d
2032,3ee11f07a427.dcm,705f6121d2bb
2033,669b2ae5a591.dcm,72096a738cea
2034,28c6ef7d08df.dcm,bc84d476388e
2035,d72207ab9655.dcm,7c5406d6328c
2036,bc364050be9e.dcm,89195455e6ff
2037,66c53504185f.dcm,e4645a71f19b
2038,850ee2c7a28e.dcm,711e04fc0ec1
2039,281e109c7644.dcm,c4c9da010bb7
2040,945b1ced5992.dcm,46b5875e3f4b
2041,e8c463a377b0.dcm,f54734c3df30
2042,ca0954ad3209.dcm,358e736e289e
2043,289aa511da37.dcm,12ee3626ff46
2044,3dc7fbd7b8db.dcm,c36802596bf8
2045,c4b9b58c877b.dcm,930457b2b7fc
2046,414df02ea5a9.dcm,5f1d8846918f
2047,55b7e0151363.dcm,87ba5ef70efe
2048,0a31f51a2bca.dcm,fa57c8fc7906
2049,17a7f3706f0e.dcm,5dbf6c96a74f
2050,499ba19916d1.dcm,cf03351eb58e
2051,e0e275ca2950.dcm,372796623006
2052,94821c5f57df.dcm,b81cbac55d0d
2053,267b2a56edec.dcm,ef303ca23c79
2054,33dbf62db313.dcm,7442e4e2cbd1
2055,9c5150d9ee48.dcm,cb6618d86e34
2056,0150df5b6f08.dcm,7f84d57bc1cc
2057,507b3c3bac7c.dcm,fe3dec8d0403
2058,19ac47c9643d.dcm,2433f022b206
2059,47dc317fb2b4.dcm,765d0ac06115
2060,9650650cf7ed.dcm,7fc436f0300e
2061,b0ded3498288.dcm,096061261805
2062,200d32c95698.dcm,6024ccb28c47
2063,f258c4e97218.dcm,af4e1dfa2f63
2064,070f57210fa7.dcm,e1c1ad4b1e61
2065,61725ce34060.dcm,3532ab7e51f2
2066,89bce5dc86f1.dcm,11d1ba716865
2067,97882874966d.dcm,84a02fcffbe6
2068,60faed59c384.dcm,a3e0a4f98acf
2069,17fb68565593.dcm,9d692d81efb8
2070,436c2d558041.dcm,1aacd741dace
2071,04f510ced363.dcm,7145f6e09e86
2072,79f4c8de6d24.dcm,c34c3d0cb965
2073,0c71b36d22fe.dcm,93d96a02c3f9
2074,9614c92b1206.dcm,153f72083ac5
2075,d6a941d331ce.dcm,78258aa63d76
2076,70248cd9577f.dcm,accb3f0a6276
2077,6b365e092404.dcm,4de6472758de
2078,01a869686037.dcm,5359e47a53e0
2079,5228f2a518c0.dcm,082cafb03942
2080,df6a69dad907.dcm,604f2e522f10
2081,e75f1c8d6dcf.dcm,562b773e21da
2082,b693419b9784.dcm,29a5220911b1
2083,e33bf633076f.dcm,a3a97e9826f2
2084,11b670d7c7a9.dcm,2f3b1d05c8c2
2085,341d5053ad51.dcm,4989ab8488fb
2086,98c466f7ae19.dcm,13f1e5778385
2087,4c3e3c936a03.dcm,cf62b87ad83f
2088,ec31d6a71eeb.dcm,948b59d6a856
2089,7d622deec073.dcm,fb5cab52ee31
2090,be5cf8ac3e39.dcm,ae0e6e83c6df
2091,6d367afee473.dcm,5ffacabcbf60
2092,32d17b280132.dcm,e65ece5190bc
2093,141047766750.dcm,e80a00183db9
2094,8449c27bfa17.dcm,25b8ba43b5a2
2095,4d40e3259fb0.dcm,51a10504052c
2096,e560d795fd8b.dcm,04d14aa24eff
2097,78bd533aea35.dcm,127ae57ae3a0
2098,6bbdc3314c0f.dcm,598b2841a3d5
2099,2c4e95472ebb.dcm,4e6e5c81a79c
2100,500a498ca956.dcm,42c28fffc31d
2101,a0dd4b6ac5b7.dcm,47f9b7436c3f
2102,1700e25c3938.dcm,c6583ca18178
2103,8ac7a1e5680a.dcm,d7f739cf4bb1
2104,3639033d59f1.dcm,62f99ba1566f
2105,f655da4793ba.dcm,4213b8c96b2d
2106,cb8943349ccf.dcm,339707948c15
2107,91626ce94649.dcm,be86e0fdf9f3
2108,2fdf3a91ebb5.dcm,13ce825a3cf7
2109,742bee86b70a.dcm,f32c2b029aca
2110,2b0686f5db9b.dcm,857f22c031b7
2111,f43d5b013f4c.dcm,81718ce513ca
2112,d24c0de653fb.dcm,fc7b87a31179
2113,5e14522be0ff.dcm,fdb830b6745f
2114,9337cccbc0c4.dcm,db8d31baa642
2115,9995d552601a.dcm,8423d0d5c0b5
2116,8bf9d86e8a74.dcm,6b50ada2cbef
2117,1160b9f2f639.dcm,fa41c6bf6cd3
2118,952d4a77beda.dcm,df68e31da347
2119,8a278c31ad8a.dcm,a2fd48c105c1
2120,627bebe42356.dcm,5400139d2bb4
2121,be842d0ed13f.dcm,fe6b58e8499f
2122,cd35cdb7676c.dcm,922ecebef0a6
2123,3e8932af3c6f.dcm,2370b2d4505b
2124,4e57e406999a.dcm,1c897615664a
2125,50ce4338c040.dcm,032ba2202933
2126,6713c2b6c0a6.dcm,f98438a1cf12
2127,8c760b2d01b5.dcm,6ebb85e3ec55
2128,c7f969e8c0b4.dcm,360c787839e7
2129,d4233665595c.dcm,ee8920d4faeb
2130,503563d744a1.dcm,f333eadeca7f
2131,ada5b8897816.dcm,fe139f2b6429
2132,64038cfed1e5.dcm,1fc3de06c533
